FONTES,IDENTIFICAÇÃO,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
OUTRAS NÃO RENOVÁVEIS,CENTRAIS ELÉTRICAS,-60.066131715844236,-57.02280912364947,-63.02521008403362,-55.02200880352142,-57.022809123649466,-53.02120848339337,-62.02480992396959,-53.02120848339336,-55.02200880352141,-83.03321328531413,-129.0516206482593,-182.07282913165267,-211.08443377350943,-196.07843137254906,-299.11964785914364,-204.25112872183362,-232.08522380166517,-293.0645806270047,-312.9157096325159,-215.62759698518857,-366.0,-390.0,-377.97222222222223,-397.74679486732435,-292.26984126984127,-293.1111111111111,-283.9920634920635,-369.82142857142856,-371.35714285714283,-436.5936507936508,-758.7746031746032,-849.9761904761905,-885.6701688311689,-902.290909090909,-893.2659948412698,-962.3534891147581,-967.4180199999998,-1061.2219438189195,-892.6698366488008,-860.631318181818,-789.527643748631,-1046.8471617670016,-1083.4280723505924,-1347.761810838592,-1578.7265895416144,-1614.9395386320748,-1728.1792600326228,-1658.8697234025503,-1686.8894719616535,-1672.6016461396744,-1497.234485484876
URÂNIO CONTIDO NO UO2,CENTRAIS ELÉTRICAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.3336119999999,-916.460068,-36.954035,-266.069052,-161.8586733,-473.011648,-597.9162862999999,-406.49438499999997,-347.367929,-140.425333,-22.172420999999996,-894.2876469999999,-783.425542,-1056.885401,-1449.3372527,-1388.7326352999999,-1773.7936799999998,-3695.4035,-3608.9310580999995,-3436.725255,-3030.23087,-2482.012121212121,-3581.8807044799996,-3213.0315653093685,-3640.7115281999995,-3376.6727272727267,-3779.696634624689,-4080.9282909090903,-4179.704242424242,-4026.282848484848,-4007.7205250909087,-3839.809475878788,-4134.344107177725,-4101.729980797266,-4084.709951193714,-4203.269363608132,-3662.1922503417454
RENOVÁVEIS,CENTRAIS ELÉTRICAS,-122.88491477070905,-142.58997744283351,-157.65311311562215,-155.99759660518015,-166.09194336850234,-181.55375647072424,-182.8722098751115,-244.53095483521324,-278.3457546939952,-349.38778027576666,-367.55360882138297,-404.84343813868657,-466.77982097920903,-599.4353524483063,-600.4916593818143,-676.8260828640117,-707.3422575916073,-797.7316567611045,-748.0237614202827,-730.2617095943586,-799.7492155064,-895.2035309419999,-956.4370386630075,-990.0169956565652,-1065.460177584183,-1113.4246194438083,-1343.1687127892758,-1462.8229764798982,-1493.0865771409747,-1658.686626522474,-1561.993940274154,-1776.6742805485042,-2019.3388914240234,-2373.064515448773,-2483.5469976737713,-2755.826901970015,-2873.5045239757997,-3273.521701588313,-3613.7505833409314,-4411.131720932469,-5900.542133136254,-5964.373308202864,-6511.059055738548,-7432.3599439469535,-8568.118056189476,-9028.821874937432,-9162.95172037746,-9499.401913944175,-9755.043326614945,-9800.655808686275,-10465.505442085541
LENHA,CENTRAIS ELÉTRICAS,-12.704916,-13.324668000000004,-15.183924000000006,-16.113552000000006,-16.733304000000004,-18.282684000000003,-21.691320000000008,-22.001196000000007,-27.269088000000007,-28.50859200000001,-39.35425200000001,-49.27028400000002,-62.28507600000002,-86.76528000000003,-110.00598000000004,-137.89482000000004,-154.62812400000007,-173.53056000000007,-146.26147200000005,-112.79486400000002,-120.85164000000002,-118.68250800000001,-149.7465066061638,-170.64708348016526,-128.45092990178287,-124.82903747300854,-129.25609970847577,-140.4478361974982,-132.72725894497458,-139.50330021463415,-146.56847301463418,-112.38149840650408,-130.0826141240236,-121.19811111111109,-127.71128476164947,-127.40346427722876,-206.45999999999998,-170.52243732689683,-310.70328675525525,-220.85060606060608,-308.7888414822103,-286.4193503166281,-303.2907958084375,-334.6662682476961,-376.63981884496286,-420.28844029913137,-377.4173454922031,-411.85146137896135,-453.5958737263974,-437.36093670425305,-453.8999238157686
BAGAÇO DE CANA,CENTRAIS ELÉTRICAS,-89.00738853658537,-106.4215385,-111.3445512060115,-106.47502960128617,-111.38087017604164,-123.0089261839802,-115.77889512622991,-167.99025570919824,-186.2574666437052,-218.93886044337216,-208.40445699144652,-238.87370291199375,-283.58489127754785,-385.2057075846424,-350.0827825275697,-381.0589443637289,-366.35989815176725,-417.85128907318546,-412.6202262736051,-395.2185898689913,-394.6902947063999,-424.70719414199993,-420.50466429870414,-410.6567305763999,-471.32918688239994,-524.3377539707999,-731.9014202807999,-790.6579042824,-811.0949421959999,-873.3427535078398,-735.2656272595199,-938.0777637419998,-1075.8283052999998,-1371.5332399999998,-1406.4013805920697,-1528.255579657408,-1593.6975591569997,-1909.7356696002068,-2067.324865343266,-2686.5036271623226,-4080.6867278021746,-3981.7077040637632,-4427.258206325882,-5265.087325332858,-5713.788937931456,-5959.071869517864,-6109.1803985733995,-6145.047326533319,-6070.676743336298,-6234.775375595399,-6564.620644777651
LIXÍVIA,CENTRAIS ELÉTRICAS,-21.130488122120983,-22.8437709428335,-31.12463790961064,-33.409015003893984,-37.97776919246069,-40.262146286744034,-45.401994748881584,-54.53950312601497,-64.81920005029005,-101.9403278323945,-119.79489982993644,-116.69945122669284,-120.90985370166116,-127.4643648636638,-140.4028968542446,-142.03541200803062,-148.33141602421813,-169.2823354937953,-146.91571595646445,-158.7642080526928,-226.7072808,-285.3138288,-340.7756352,-331.91318160000003,-419.68006080000004,-430.257828,-446.83919280000003,-481.717236,-488.86437600000005,-568.3405728,-600.0738744,-597.2150184000001,-672.323972,-749.635502,-815.1997648597347,-910.1582054309326,-991.8782960000001,-1051.150469,-1116.7902615953503,-1288.8017977528089,-1341.4235611274505,-1471.1453655399168,-1499.750991920207,-1510.8422421503328,-1960.75547689101,-2068.109988332236,-2200.82371305485,-2422.6278606742826,-2635.0677847798024,-2434.6638264744442,-2708.832286952669
BIODIESEL,CENTRAIS ELÉTRICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029717804816781428,-2.2589488187999693,-12.04034710659768,-44.35179238459517,-50.950156312178905,-90.2755630590385,-85.70038953364894,-112.13097369009806,-113.23114268752131,-160.02685954834573,-140.15707082439837,-60.02950993156749,-52.46191500761931,-89.04046894845854,-113.56857946306273,-118.88221020849639
OUTRAS RENOVÁVEIS,CENTRAIS ELÉTRICAS,-0.04212211200269582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.836906492252025,-38.022819415621804,-37.06747219412377,-42.22634719021316,-63.48404767267457,-57.5,-66.5,-45.41023255813954,-76.8,-46.0,-34.0,-35.172,-50.0,-60.4,-77.5,-80.0859656,-129.0,-141.10399999999998,-130.69766233766234,-134.23456746031746,-189.97993479962886,-79.20972,-130.0727785546116,-74.58037726246462,-164.0255336445534,-79.3674396653801,-139.40049874890724,-168.628087993922,-208.53296552854528,-356.90696297370175,-441.1945059638035,-415.5007533254392,-467.41335034999236,-506.6624558239882,-580.2870904491178,-619.2703763309569
GERACAO DE ELETRICIDADE,CENTRAIS ELÉTRICAS,3933.9925727579243,4436.944037050139,4915.818688900216,5564.410241787938,6166.110295157267,6788.6321393935405,7742.768367824406,8687.00476590447,9694.743358765654,10902.600179262921,11986.915045563033,12228.02600639221,13079.690653269834,13974.43003146584,15427.38340010031,16656.672115077527,17383.085355870153,17486.506582754067,18485.94495697512,19069.555763752436,19162.529909782297,20156.363311497866,20791.527866695924,21672.268455710164,22363.492491581797,23701.72407179665,25047.116432584804,26486.347324462236,27670.382897637475,28786.456097233135,30007.200735343664,28255.4260527491,29732.145726250696,31337.078868,33324.34775123322,34665.11934177637,36072.626659999994,38282.80760852842,39832.755638393326,40089.59857982305,44358.68713280487,45731.207633042875,47514.857773990654,49091.780200921676,50786.62212905668,49985.60414448693,49785.254562536415,50682.15015645245,51720.097938453546,53864.2412691373,53427.604450330335
GERAÇÃO HIDRÁULICA,CENTRAIS ELÉTRICAS,3422.924949275362,3715.080347826087,4358.553536231883,4976.580976834782,5648.3696956521735,6216.696956521739,7130.517999999999,8039.279999999999,8836.155999999999,10025.88,11086.002,11245.789999999999,12137.351999999999,13026.85,14326.998,15340.249999999998,15688.033999999998,15961.599999999999,17121.997999999996,17603.34,17776.888,18729.252,19207.498,20215.589999999997,20872.6386,21835.838599999995,22853.278799999996,23991.63555005076,25066.349479999997,25198.0026316,26178.681734624,23037.336,24603.9292,26282.976,27588.53398785303,29021.282479224217,29997.269559999997,32165.300457599995,31781.8504,33624.97359,34682.92394053632,36836.63110892814,35719.42708926545,33625.313201762096,32115.759200787106,30937.881504713278,32758.341044690358,31897.955248343944,33451.512525455415,34217.42687008238,34088.782803496455
GERAÇÃO EÓLICA,CENTRAIS ELÉTRICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172,0.344,0.42999999999999994,0.172,0.086,3.01,5.2459999999999996,5.2459999999999996,5.2459999999999996,7.9894,20.381999999999998,56.99923792890488,101.73799999999999,106.46799999999999,187.22199999999998,232.587,434.30398814814856,565.7432468261509,1050.0816435072368,1859.8103858003076,2880.0429917075558,3644.1002093585466,4168.862144369688,4814.7634644657255,4906.360743217473
GERAÇÃO SOLAR,CENTRAIS ELÉTRICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13889999753869994,0.4122489662832,1.3830349459247997,5.066897404149454,7.332410876823742,71.53595251327826,297.6833957434336,572.2938011214939,924.3573657765235
GERAÇÃO TÉRMICA,CENTRAIS ELÉTRICAS,511.06762348256234,721.8636892240522,557.2651526683328,587.8292649531563,517.7405995050924,571.9351828718022,612.2503678244069,647.7247659044704,858.5873587656546,876.7201792629226,900.9130455630343,982.2360063922122,942.3386532698355,947.5800314658404,1100.385400100311,1316.422115077528,1695.0513558701525,1524.9065827540705,1363.9469569751236,1466.2157637524374,1385.6419097822995,1427.1113114978664,1584.0298666959252,1456.678455710168,1490.8538915818003,1865.8854717966537,2193.8376325848058,2494.711774411478,2604.0334176374786,3588.453465633136,3828.5190007196666,5218.090052749101,5128.216526250695,5054.102868000001,5735.813763380185,5635.847462552152,6054.975099999998,6060.507912999521,7949.167238393327,6358.1569898230455,9488.541192268554,8661.98952411474,11360.987796579517,14900.311503367142,17619.39824981642,17182.8453565692,14139.538115261681,15068.558746236678,13802.039872885009,14259.757133467705,13508.103537839883
PERDAS NA GERAÇÃO TÉRMICA,CENTRAIS ELÉTRICAS,-1352.0425060318425,-1539.7389810469183,-1272.5841561997195,-1418.3564078750228,-1263.732956183303,-1258.41996933208,-1176.949043494048,-1401.748962624974,-1848.7322801399782,-1757.4655839596069,-1743.2836678778956,-2031.2562299266942,-1800.5532864701104,-1660.5169648049152,-2517.5106943413966,-2631.9899694779597,-3362.1001473526712,-3219.506409530116,-2948.067452376954,-2852.2627777602634,-2835.1088229755374,-2989.9035844352984,-3325.7836601855815,-3035.411846056014,-2924.1990243424366,-4019.3524650183317,-4289.364377647387,-4974.730772830228,-5637.7946725045,-7119.013234236715,-7563.121330978038,-9843.403675415895,-8805.230889374157,-8559.578080998846,-9501.674215385749,-9497.796665802158,-10220.33757699431,-9867.080620801938,-12245.041603168556,-9921.432076227768,-13857.816425576053,-12887.864422776442,-16536.898732552847,-21349.110300162207,-25381.463233203598,-24633.895116259915,-19797.819233299084,-20591.02306404144,-18972.20504682775,-19345.285335325792,-18336.476662619018
RENDIMENTO MÉDIO-TÉRMICAS,CENTRAIS ELÉTRICAS,27.430886418709203,31.91823651046376,30.454155430594327,29.30084054106897,29.06249143311182,31.247224462594065,34.21923593040094,31.604443467017813,31.713557070517073,33.2823976009341,34.07133217371955,32.59460882474515,34.35566088539306,36.33223890141963,30.41506365511351,33.34054518338683,33.517907359309476,32.14110123283993,31.631317233470703,33.95213730155165,32.829276058122524,32.30940680801952,32.2625260210652,32.42763074325191,33.76752034397097,31.704503570274454,33.83879800633012,33.39890170696497,31.595337698831084,33.513561762249076,33.60814500144159,34.64523603652452,36.805080417499234,37.12517493934424,37.64277793933802,37.24051797936004,37.20343332364302,38.050379692681894,39.36359825116334,39.05600420272427,40.642490565706325,40.195119398311896,40.723471237564205,41.10496322983118,40.97452386337396,41.09082908490666,41.663639186865915,42.25668945420298,42.11245722577572,42.43338524779333,42.4188463242647
GERAÇÃO DE ELETRICIDADE,CENTRAIS ELÉTRICAS,45744.09968323169,51592.37252383882,57160.68242907229,64728.33600635532,71698.95692043332,78937.58301620396,90032.19032353962,101011.68332447058,112729.57393913553,126774.42068910375,139382.73308794227,142186.34891153732,152089.426200812,162493.37245890513,179388.17907093387,193682.2338962503,202128.8994868622,203331.4718924892,214952.84833692005,221739.0205087493,222820.11523002677,234376.2971755566,241761.95193832472,252003.1215780252,260040.6103672302,275601.44269530993,291245.5399137768,307980.7828425842,321748.6383446218,334726.2336887574,348920.9387830659,328551.46572964074,345722.6247238453,364384.638,387492.41571201413,403082.78304391133,419449.14720930235,445148.92568056297,463171.5771906199,466158.12302119815,515798.68759075436,531758.2282911962,552498.3462091939,570834.6534990893,590542.117779729,581227.9551684526,578898.3088667028,589327.3274006101,601396.4876564369,626328.3868504337,621251.2145387246
NÃO RENOVÁVEIS,CENTRAIS ELÉTRICAS,5427.955284680963,7760.3685781866525,5763.257169108521,6087.158819761116,5235.087729128984,5783.231528160491,6254.8525985396145,6414.837861970588,8651.62986413552,8418.401289103751,8670.224825442261,9547.72603653734,8778.951725812018,8033.917508905134,9943.500183433847,12240.108307658105,16515.967062994896,14165.774577764281,12520.064542826201,13645.858170237982,12253.052730026766,12594.68461305662,13489.591200379531,11954.184544800763,11947.28671845271,16102.602206351614,18755.03028555475,21625.325448432373,22769.225332461705,33348.200807798676,36661.29979906588,51618.05872964072,49299.2777590876,46768.175,54119.45317170322,51890.032859729974,55561.02822501378,52407.578160567624,72645.91988878605,51056.18589495667,78389.49887676825,68091.76770007973,96338.83840238965,132287.5899925495,157797.54104516978,149920.20657105773,113078.53433880927,122303.69403911251,106106.6013598291,110890.25284797784,98329.1223779193
GÁS NATURAL,CENTRAIS ELÉTRICAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,325.61199999999997,373.0,390.0,388.0,479.16743192203694,559.693704326954,974.1468373161114,1177.0,1321.0,2652.8650887573967,4067.8597990658827,9921.246055684456,12405.784913481872,13110.0,19263.91022054043,18811.27385793515,18258.215,15496.593949181264,28778.265471292005,13331.789999999999,36475.56253620733,25095.283497010852,46760.16462295105,69002.73405280466,81073.1139907327,79489.56319293099,56484.88883728975,65593.31591716994,54621.735532863895,60448.01602680338,53463.9147680499
CARVÃO VAPOR,CENTRAIS ELÉTRICAS,1369.4519999999998,1371.848875,1637.357375,1079.444375,990.3036,1301.2571874999999,1073.126075,1418.590625,2632.80485,2423.256625,2594.9550999999997,3379.1244999999994,3395.793375,2604.0669000000003,2858.6097249999993,3437.2037750000004,4598.96375,3687.3963625,2826.8125375,3877.01125,2814.11255,3431.384974999999,3322.23815,3125.15202,3392.409,3944.327,4374.13889,5510.87249,4897.1292,7437.0,7667.0,7594.0,5327.0,5436.0,6579.772,6352.7888707,6730.0239999999985,5937.760478889583,6729.6604607462805,5428.7,6991.850422217169,6485.443212025242,8422.068976939901,14801.48510464085,18385.429761866733,18856.494522629673,17001.395380401274,16256.586963439768,14204.358078818492,15327.22645756404,11945.51871144688
ÓLEO DIESEL,CENTRAIS ELÉTRICAS,465.3,535.175,601.175,551.175,637.175,669.175,489.6529999999999,487.56300000000005,556.533,860.201,1139.435,1405.1749999999995,1089.175,1172.175,1177.175,1417.175,1780.175,2764.175,2649.175,2273.581,1969.808,1978.815,2289.6298373492273,2111.5501312254214,2203.0540168480493,3076.755480304825,3111.5644594025052,4098.266013783709,5211.0463603884,7291.415,5588.03,6073.5126739562675,5629.473970745517,6280.175,7539.610676744186,7597.754787650513,6536.307225013797,6212.83404985571,8189.6178508603325,7136.57589495667,8552.24580350696,8575.895988570042,10043.21094947738,10476.899263086041,12717.403079775533,9783.806434501468,5148.387980284233,4606.667457467696,4513.658439209994,4694.922138576035,5389.709829626157
ÓLEO COMBUSTÍVEL,CENTRAIS ELÉTRICAS,3262.1332846809637,5522.274703186653,3179.6047941085217,4136.289444761116,3279.694129128985,3487.334340660491,4265.036273539615,4135.076236970588,5034.82638913552,4514.350164103751,4078.314725442261,3468.5274115373404,2741.785850812016,2844.3021089051344,2193.903458433848,2454.236996250338,8360.061461862211,4872.189779989198,4269.373174420053,3618.16485874931,2843.8116800267653,2994.170138056619,3161.6790762819664,3167.586992064606,3269.416904827468,3439.831618869479,5101.930412992455,4576.38271747267,4772.0919011504775,7882.66,7997.0,8036.3,6207.61887486021,3095.0,2907.971646511628,3012.6272376008073,4205.960999999999,5672.834970751923,7228.097840893151,5350.65,5266.82744009524,3268.4327011254654,5698.697264936064,11112.676677540232,18116.76149462376,15229.85923527541,6659.908935773372,7851.303657546166,4779.089065204352,2231.0819778436817,2356.065446736106
GÁS DE COQUERIA,CENTRAIS ELÉTRICAS,45.87,45.87,45.87,52.125,50.04,60.465,124.78724999999999,135.10799999999998,152.465625,179.5185,181.395,225.64912499999997,247.0725,310.8735,546.687,524.89875,483.303,331.08525,402.09225000000004,520.93725,437.75849999999997,524.586,486.5381712904139,514.8860730393003,305.0,304.0,429.0,316.7,439.5,794.0,583.0,624.0,693.0,464.0,454.04420000000005,450.40748567584495,458.0,833.9,1892.631076711495,1384.4399999999998,1214.5069165663208,1201.293934900536,1057.9022692180574,1017.5586628132323,1344.8886027204417,980.7132572442833,1041.6267872565045,1607.4183538157406,1519.9976461791593,1493.5927610553279,1435.1066727882192
OUTRAS SECUNDÁRIAS,CENTRAIS ELÉTRICAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.125,15.0,170.625,276.5,73.5,66.5,42.75,47.5,146.42825,273.8565,260.39975,256.28,272.94,881.8047114120227,936.4663489842703,969.9791270744429,1064.8944028503563,1114.6496858436763,1294.4042271759934,1226.4578709228265,1462.8,1660.21,1794.0,1683.0,1460.0,1891.5010279069766,1127.0087229891824,1654.63,1412.2111357253364,2043.007435427373,1932.0,1899.0775307067195,2340.461659189886,3044.2952195004623,3934.933931083495,3221.60132568154,3279.2704984464335,2792.486236184605,2746.215587209707,2859.0241955432903,2930.5468720507597,2784.240070601924
OUTRAS NÃO RENOVÁVEIS,CENTRAIS ELÉTRICAS,285.2,285.2,299.25,268.125,277.875,265.0,302.25,238.5,275.0,435.95,661.125,898.625,1028.625,1029.0,1457.625,982.843786407767,1101.9638511326862,1391.499935275081,1485.7550809061488,1050.7640614886732,1368.67,1577.7884999999999,1198.7012540459004,1268.5429794871648,1273.2602377807134,1194.1,1222.6,1482.7,1637.0,1850.4607190412785,3052.2,3296.0,3517.3999999999996,3565.0,3871.6434,4683.171897178479,3963.791,4491.683576163799,3816.05975285541,3535.0299999999997,3466.2724274685147,5465.580707257704,5274.099099366737,6491.6123005810105,7559.880309769095,7566.346790029487,8085.496514542223,7902.989664520506,7934.851379987551,7636.04231186735,6901.968708754109
URÂNIO CONTIDO NO UO2,CENTRAIS ELÉTRICAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1643.0,3381.0,144.0,973.0,608.0,1830.0,2237.0,1442.0,1759.0,442.0,55.0,2519.0,2427.0,3169.0,3265.0,3977.0,6046.0,14279.0,13836.0,13358.0,11611.0,9855.0,13754.1,12349.76,13968.58,12957.0,14523.1558,15659.375999999998,16038.4,15449.69,15378.46248,14734.15264,15864.343667077319,15739.196437943,15673.887022022394,16128.824302217256,14052.598169916002
RENOVÁVEIS,CENTRAIS ELÉTRICAS,40316.14439855073,43832.00394565218,51397.42525996377,58641.1771865942,66463.86919130436,73154.35148804347,83777.337725,94596.8454625,104077.944075,118356.0194,130712.5082625,132638.622875,143310.474475,154459.45494999998,169444.6788875,181442.12558859223,185612.9324238673,189165.6973147249,202432.78379409385,208093.16233851132,210567.0625,221781.6125625,228272.36073794522,240048.93703322444,248093.3236487775,259498.84048895832,272490.50962822203,286355.4573941518,298979.4130121601,301378.0328809587,312259.638984,276933.407,296423.3469647577,317616.463,333372.9625403109,351192.7501841813,363888.11898428854,392741.3475199954,390525.65730183397,415101.9371262415,437409.18871398614,463666.46059111657,456159.50780680415,438547.06350653974,432744.57673455914,431307.74859739497,465819.7745278934,467023.63336149737,495289.88629660744,515438.1340024561,522922.09216080554
LENHA,CENTRAIS ELÉTRICAS,54.88875,81.43474999999998,83.71849999999999,81.54899999999999,80.5545,90.27,101.745,97.767,134.64,150.2613,201.596625,237.18824999999998,307.53,451.8909999999999,528.4675,569.1170000000001,620.6675,650.09275,569.87125,527.2,611.5175,571.34025,789.8977379452054,863.8910332244415,666.6543819346887,645.5774889583053,669.0336282220372,727.1727482127021,686.7642621601178,726.0,763.0,585.0,676.9439647577092,626.0,659.6200808614466,617.7586581814464,875.3,803.39417,1606.6276679911298,1123.6,1676.390648354793,1531.8100180839801,1582.4602495010704,1734.5031880234865,1952.3614021852975,2180.2458015418297,1969.8686150814183,2138.774205322577,2360.107974162623,2273.9663771806427,2362.3246254611895
BAGAÇO DE CANA,CENTRAIS ELÉTRICAS,360.83125,436.75050000000005,471.8494375000001,500.75674999999995,522.403925,578.8025749999999,544.7826,777.5589624999998,875.9770625000001,1098.89385,1000.4992624999999,1070.360125,1291.4873499999997,1871.9639499999996,1645.42885,1740.2744999999998,1699.9935249999996,1928.7178999999999,1878.845275,1784.8213999999998,1864.0500000000002,1956.4919875,2096.9830000000006,2047.4460000000001,2314.163,2574.463,3626.9260000000004,3880.463,3982.463,4297.463,3664.3630000000003,4665.463,5367.463,6795.463,6966.948657331406,7661.063855586717,8403.446,11094.79971,12139.383199,14058.2124211982,22364.256080195217,22240.05634660016,25065.50740817711,29871.172991164127,32557.198354603584,34162.85906406218,35235.701814893226,35655.56530162937,35435.23807025171,36827.31617046903,38775.58611181332
LIXÍVIA,CENTRAIS ELÉTRICAS,98.7715,115.21,160.80225,168.494625,182.19337500000003,198.105,217.810125,241.51950000000002,321.3270125000001,526.8642500000001,603.4123750000001,566.0745000000001,579.457125,660.6,677.7825375000001,681.5278750000001,692.7352500000001,810.8866000000002,690.57235,781.78,1103.165,1148.618825,1798.4,1679.0,2165.667,2195.0,2273.0,2508.81525,2526.2557500000003,2947.0,3006.0,3111.0,3515.0,3881.0,4219.533666617702,4482.0,5198.9,5563.0,5453.442678569388,6668.8,7168.037180419999,7861.219217835684,8014.0763760108275,8073.3436323277365,10477.502086107716,11051.16215276836,12030.83836263826,12945.565504335658,14080.760470878584,13009.880947166635,14474.928807780225
BIODIESEL,CENTRAIS ELÉTRICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1271752078573297,10.895774986203222,55.93202096589641,210.75553863656646,236.62410504333013,397.13535560029374,394.41893418901907,471.7072210230612,500.4712065795021,694.7570511030381,643.3370584452604,294.4554579537074,283.14965197510224,390.5754072336938,432.2535521215487,554.7144679440157
OUTRAS RENOVÁVEIS,CENTRAIS ELÉTRICAS,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.206213592233,180.5361488673139,176.00006472491907,200.4949190938511,309.3609385113268,280.33,323.16150000000005,244.08,393.6,241.73926684280053,178.7,183.75,262.5,309.75,405.5392809587217,422.0,660.944,710.74,637.0,668.9532999999999,882.1274809701426,357.1172093023256,546.3181826468693,376.04821763688943,788.6356,336.5561873655383,601.5362031502847,631.9196054508529,792.3550750201532,1397.3638959052114,1842.716754091996,1803.8353090157939,1889.0506724698948,2115.5524488652923,2377.4595640111866,2574.2949793131547
EÓLICA,CENTRAIS ELÉTRICAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,2.0,1.0,35.0,61.0,61.0,61.0,92.9,237.0,662.781836382615,1183.0,1238.0,2177.0,2704.5,5050.046373815681,6578.409846815707,12210.251668688801,21625.702160468692,33488.87199659949,42373.258248355196,48475.14121360103,55985.62167983402,57050.706316482254
SOLAR,CENTRAIS ELÉTRICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6151162504499996,4.7935926312,16.0818016968,58.91741167615645,85.26059159097375,831.8134013171891,3461.4348342259723,6654.579082808069,10748.341462517716
HIDRÁULICA,CENTRAIS ELÉTRICAS,39801.45289855073,43198.608695652176,50680.85507246377,57890.3768115942,65678.71739130435,72287.17391304347,82913.0,93480.0,102746.0,116580.0,128907.0,130765.0,141132.0,151475.0,166593.0,178375.0,182419.0,185600.0,199093.0,204690.0,206708.0,217782.0,223343.0,235065.0,242705.1,253905.1,265735.8,278972.5063959391,291469.18,293000.0306,304403.275984,267876.0,286092.2,305616.0,320796.9068355004,337456.77301423514,348805.46,374015.1216,369556.4,390988.065,403289.8132620503,428332.91987125744,415342.1754565751,390992.0139739778,373439.0604742687,359742.8081943405,380910.9423801205,370906.4563760924,388971.07587738853,397877.05662886496,396381.19538949366
